TransactionID,Product
132,Spices
133,Biscuits
133,Snacks
133,Soap
133,Sugar
133,Tea
134,Cooking Oil
134,Eggs
134,Milk
134,Rice
134,Sugar
134,Tea
134,Toilet Cleaner
135,Bread
135,Eggs
135,Floor Cleaner
135,Toilet Cleaner
136,Detergent
136,Eggs
136,Milk
136,Shampoo
136,Sugar
136,Tea
136,Toothpaste
137,Coffee
137,Detergent
137,Fruits
137,Sugar
137,Tea
137,Vegetables
138,Biscuits
138,Cooking Oil
138,Rice
138,Shampoo
138,Snacks
138,Toothpaste
139,Bread
139,Detergent
139,Dish Soap
139,Milk
139,Shampoo
139,Snacks
139,Toothpaste
140,Bread
140,Detergent
140,Dish Soap
140,Fruits
140,Milk
140,Vegetables
141,Shampoo
141,Toothpaste
141,Wheat
142,Cooking Oil
142,Detergent
142,Dish Soap
142,Fruits
142,Rice
142,Vegetables
143,Bread
143,Cooking Oil
143,Eggs
143,Milk
143,Rice
143,Sugar
143,Tea
144,Bread
144,Detergent
144,Dish Soap
144,Eggs
144,Sugar
144,Tea
145,Biscuits
145,Fruits
145,Snacks
145,Vegetables
146,Dish Soap
146,Eggs
146,Fruits
146,Milk
146,Shampoo
146,Tea
146,Toothpaste
147,Biscuits
147,Bread
147,Floor Cleaner
147,Milk
147,Snacks
147,Sugar
147,Toilet Cleaner
148,Bread
148,Coffee
148,Milk
148,Shampoo
148,Sugar
148,Toothpaste
149,Cooking Oil
149,Fruits
149,Rice
149,Spices
149,Sugar
149,Tea
149,Vegetables
150,Bread
150,Floor Cleaner
150,Milk
150,Toilet Cleaner
150,Toothpaste
150,Wheat
151,Biscuits
151,Bread
151,Detergent
151,Dish Soap
151,Eggs
151,Toothpaste
152,Bread
152,Detergent
152,Dish Soap
152,Eggs
152,Milk
153,Biscuits
153,Bread
153,Snacks
153,Wheat
154,Dish Soap
154,Floor Cleaner
154,Snacks
154,Sugar
154,Tea
155,Biscuits
155,Dish Soap
155,Eggs
155,Milk
155,Shampoo
155,Snacks
155,Toothpaste
156,Bread
156,Cooking Oil
156,Dish Soap
156,Milk
156,Shampoo
156,Spices
156,Toothpaste
157,Bread
157,Cooking Oil
157,Fruits
157,Rice
157,Sugar
157,Tea
157,Vegetables
158,Cooking Oil
158,Detergent
158,Salt
159,Detergent
159,Dish Soap
159,Fruits
159,Rice
159,Shampoo
159,Vegetables
160,Coffee
160,Cooking Oil
160,Rice
160,Spices
160,Sugar
161,Bread
161,Coffee
161,Eggs
161,Fruits
161,Milk
161,Vegetables
162,Coffee
162,Cooking Oil
162,Floor Cleaner
162,Rice
162,Soap
162,Toilet Cleaner
163,Dish Soap
163,Floor Cleaner
163,Shampoo
163,Sugar
163,Tea
163,Toilet Cleaner
163,Toothpaste
164,Detergent
164,Dish Soap
164,Eggs
164,Fruits
164,Spices
164,Tea
164,Vegetables
165,Cooking Oil
165,Rice
165,Shampoo
165,Toothpaste
166,Bread
166,Coffee
166,Milk
166,Sugar
166,Tea
167,Biscuits
167,Cooking Oil
167,Floor Cleaner
167,Rice
167,Snacks
167,Toilet Cleaner
168,Bread
168,Cooking Oil
168,Eggs
168,Milk
168,Rice
169,Coffee
169,Cooking Oil
169,Detergent
169,Dish Soap
169,Rice
169,Sugar
169,Tea
170,Bread
170,Coffee
170,Cooking Oil
170,Milk
170,Spices
170,Sugar
170,Tea
171,Floor Cleaner
171,Toilet Cleaner
172,Cooking Oil
172,Floor Cleaner
172,Fruits
172,Rice
172,Toilet Cleaner
172,Vegetables
173,Cooking Oil
173,Rice
173,Spices
174,Detergent
174,Dish Soap
174,Eggs
174,Sugar
174,Tea
175,Floor Cleaner
175,Rice
175,Shampoo
175,Toothpaste
176,Bread
176,Cooking Oil
176,Eggs
176,Salt
177,Eggs
177,Fruits
177,Milk
177,Shampoo
177,Toothpaste
177,Vegetables
178,Bread
178,Cooking Oil
178,Milk
178,Rice
178,Shampoo
178,Spices
178,Toothpaste
179,Bread
179,Coffee
179,Dish Soap
179,Shampoo
179,Sugar
179,Tea
179,Toothpaste
180,Biscuits
180,Bread
180,Cooking Oil
180,Detergent
180,Dish Soap
180,Milk
180,Rice
181,Cooking Oil
181,Detergent
181,Dish Soap
181,Rice
181,Spices
182,Coffee
182,Toothpaste
183,Bread
183,Cooking Oil
183,Detergent
183,Dish Soap
183,Milk
183,Rice
184,Cooking Oil
184,Detergent
184,Rice
184,Shampoo
184,Spices
184,Sugar
184,Toothpaste
185,Bread
185,Cooking Oil
185,Dish Soap
185,Eggs
185,Milk
185,Rice
185,Spices
186,Bread
186,Cooking Oil
186,Milk
186,Rice
186,Shampoo
186,Toothpaste
187,Cooking Oil
187,Detergent
187,Dish Soap
187,Rice
187,Spices
187,Wheat
188,Cooking Oil
188,Fruits
188,Rice
188,Spices
188,Sugar
188,Tea
188,Vegetables
189,Bread
189,Cooking Oil
189,Fruits
189,Milk
189,Rice
189,Spices
189,Vegetables
190,Cooking Oil
190,Eggs
190,Milk
190,Rice
190,Shampoo
190,Toothpaste
191,Eggs
191,Milk
191,Rice
192,Detergent
192,Dish Soap
192,Eggs
192,Milk
193,Bread
193,Cooking Oil
193,Detergent
193,Dish Soap
193,Milk
193,Rice
194,Bread
194,Cooking Oil
194,Eggs
194,Milk
194,Rice
194,Sugar
194,Tea
195,Bread
195,Eggs
195,Milk
195,Rice
195,Sugar
195,Tea
195,Toothpaste
196,Floor Cleaner
196,Shampoo
196,Toilet Cleaner
196,Toothpaste
197,Biscuits
197,Bread
197,Coffee
197,Milk
197,Snacks
197,Sugar
197,Tea
198,Bread
198,Floor Cleaner
198,Milk
198,Shampoo
198,Tea
198,Toilet Cleaner
198,Toothpaste
199,Bread
199,Cooking Oil
199,Detergent
199,Rice
199,Shampoo
199,Spices
199,Vegetables
200,Bread
200,Milk
200,Sugar
200,Tea
201,Coffee
201,Cooking Oil
201,Detergent
201,Dish Soap
201,Rice
201,Sugar
202,Cooking Oil
202,Eggs
202,Milk
202,Rice
202,Shampoo
202,Toothpaste
203,Bread
203,Detergent
203,Dish Soap
203,Milk
203,Toilet Cleaner
204,Bread
204,Cooking Oil
204,Eggs
204,Milk
204,Shampoo
204,Toothpaste
204,Vegetables
205,Coffee
205,Detergent
205,Dish Soap
205,Sugar
205,Tea
206,Bread
206,Detergent
206,Dish Soap
206,Floor Cleaner
206,Milk
206,Tea
206,Toilet Cleaner
207,Biscuits
207,Detergent
207,Dish Soap
207,Snacks
207,Sugar
207,Tea
207,Vegetables
208,Bread
208,Cooking Oil
208,Milk
208,Rice
208,Shampoo
208,Toothpaste
209,Coffee
209,Cooking Oil
209,Detergent
209,Dish Soap
209,Fruits
209,Rice
209,Sugar
210,Cooking Oil
210,Detergent
210,Dish Soap
210,Rice
210,Spices
211,Biscuits
211,Bread
211,Cooking Oil
211,Detergent
211,Dish Soap
211,Milk
211,Rice
212,Coffee
212,Detergent
212,Dish Soap
212,Sugar
212,Tea
212,Wheat
213,Bread
213,Coffee
213,Eggs
213,Milk
213,Sugar
213,Tea
214,Detergent
214,Dish Soap
214,Eggs
214,Sugar
214,Tea
215,Bread
215,Dish Soap
215,Eggs
215,Floor Cleaner
215,Milk
215,Rice
215,Toilet Cleaner
216,Bread
216,Eggs
216,Milk
216,Sugar
216,Tea
217,Biscuits
217,Cooking Oil
217,Rice
217,Snacks
217,Spices
218,Bread
218,Coffee
218,Milk
218,Rice
218,Shampoo
218,Sugar
218,Toothpaste
219,Detergent
219,Dish Soap
219,Rice
219,Sugar
219,Tea
219,Wheat
220,Bread
220,Coffee
220,Fruits
220,Milk
220,Sugar
220,Vegetables
221,Cooking Oil
221,Detergent
221,Dish Soap
221,Fruits
221,Rice
221,Tea
221,Vegetables
222,Bread
222,Cooking Oil
222,Milk
222,Rice
222,Sugar
222,Tea
223,Coffee
223,Cooking Oil
223,Rice
223,Sugar
224,Detergent
224,Dish Soap
224,Eggs
225,Bread
225,Coffee
225,Eggs
225,Sugar
225,Tea
226,Bread
226,Eggs
226,Milk
227,Biscuits
227,Cooking Oil
227,Detergent
227,Dish Soap
227,Rice
227,Snacks
227,Spices
228,Bread
228,Coffee
228,Milk
228,Sugar
228,Tea
229,Detergent
229,Dish Soap
229,Eggs
229,Sugar
229,Tea
230,Bread
230,Detergent
230,Dish Soap
230,Milk
230,Sugar
230,Tea
231,Coffee
231,Fruits
231,Rice
231,Snacks
231,Sugar
231,Tea
232,Cooking Oil
232,Detergent
232,Dish Soap
232,Rice
232,Sugar
232,Tea
232,Toothpaste
233,Bread
233,Cooking Oil
233,Milk
233,Rice
233,Shampoo
233,Spices
233,Toothpaste
234,Bread
234,Cooking Oil
234,Milk
234,Rice
234,Spices
235,Detergent
235,Dish Soap
235,Floor Cleaner
235,Fruits
235,Rice
235,Snacks
235,Toilet Cleaner
236,Bread
236,Detergent
236,Dish Soap
236,Eggs
236,Shampoo
236,Snacks
236,Toothpaste
237,Cooking Oil
237,Detergent
237,Dish Soap
237,Floor Cleaner
237,Rice
237,Spices
237,Toilet Cleaner
238,Bread
238,Cooking Oil
238,Eggs
238,Floor Cleaner
238,Milk
238,Rice
238,Toilet Cleaner
239,Bread
239,Coffee
239,Milk
239,Shampoo
239,Sugar
239,Toothpaste
240,Biscuits
240,Fruits
240,Milk
240,Shampoo
240,Wheat
241,Biscuits
241,Bread
241,Milk
241,Snacks
242,Cooking Oil
242,Rice
242,Sugar
242,Tea
243,Bread
243,Cooking Oil
243,Detergent
243,Dish Soap
243,Milk
243,Rice
243,Spices
244,Coffee
244,Cooking Oil
244,Eggs
244,Milk
244,Spices
244,Sugar
244,Tea
245,Coffee
245,Floor Cleaner
245,Sugar
245,Toilet Cleaner
246,Bread
246,Eggs
246,Floor Cleaner
246,Fruits
246,Toilet Cleaner
246,Vegetables
247,Cooking Oil
247,Rice
247,Toothpaste
248,Biscuits
248,Bread
248,Fruits
248,Milk
248,Snacks
248,Vegetables
249,Biscuits
249,Cooking Oil
249,Fruits
249,Snacks
249,Soap
249,Vegetables
250,Detergent
250,Dish Soap
250,Floor Cleaner
250,Shampoo
250,Toilet Cleaner
250,Toothpaste
251,Bread
251,Cooking Oil
251,Detergent
251,Rice
251,Soap
252,Bread
252,Detergent
252,Dish Soap
252,Fruits
252,Milk
252,Snacks
252,Spices
253,Biscuits
253,Bread
253,Detergent
253,Dish Soap
253,Milk
253,Snacks
254,Bread
254,Cooking Oil
254,Milk
255,Biscuits
255,Detergent
255,Eggs
255,Fruits
255,Tea
255,Toothpaste
255,Vegetables
256,Cooking Oil
256,Rice
256,Shampoo
256,Toothpaste
257,Bread
257,Cooking Oil
257,Dish Soap
257,Eggs
257,Milk
257,Sugar
257,Tea
258,Cooking Oil
258,Fruits
259,Bread
259,Milk
259,Rice
259,Shampoo
259,Sugar
259,Tea
259,Toothpaste
260,Bread
260,Cooking Oil
260,Eggs
260,Milk
260,Rice
260,Spices
260,Toothpaste
261,Coffee
261,Cooking Oil
261,Detergent
261,Dish Soap
261,Rice
261,Sugar
262,Rice
262,Sugar
262,Tea
262,Toilet Cleaner
263,Bread
263,Eggs
263,Milk
263,Shampoo
263,Sugar
263,Tea
263,Toothpaste
264,Bread
264,Cooking Oil
264,Milk
264,Rice
264,Spices
264,Sugar
264,Tea
265,Coffee
265,Detergent
265,Eggs
265,Milk
265,Shampoo
265,Sugar
265,Toothpaste
266,Eggs
266,Milk
266,Toilet Cleaner
266,Toothpaste
267,Bread
267,Cooking Oil
267,Eggs
267,Milk
267,Rice
267,Shampoo
267,Toothpaste
268,Cooking Oil
268,Detergent
268,Dish Soap
268,Fruits
268,Rice
268,Spices
268,Vegetables
269,Eggs
269,Floor Cleaner
269,Snacks
269,Sugar
269,Toothpaste
270,Cooking Oil
270,Detergent
270,Dish Soap
270,Eggs
270,Milk
270,Rice
271,Biscuits
271,Soap
272,Biscuits
272,Bread
272,Fruits
272,Milk
272,Snacks
272,Vegetables
273,Bread
273,Cooking Oil
273,Detergent
273,Dish Soap
273,Milk
273,Rice
273,Spices
274,Bread
274,Cooking Oil
274,Dish Soap
274,Eggs
274,Rice
274,Sugar
274,Vegetables
275,Floor Cleaner
275,Fruits
275,Sugar
275,Tea
275,Vegetables
276,Bread
276,Cooking Oil
276,Fruits
276,Milk
276,Rice
276,Vegetables
277,Biscuits
277,Cooking Oil
277,Eggs
277,Milk
277,Rice
277,Snacks
278,Cooking Oil
278,Vegetables
279,Shampoo
279,Sugar
279,Tea
279,Toothpaste
280,Biscuits
280,Cooking Oil
280,Floor Cleaner
280,Spices
280,Toilet Cleaner
280,Toothpaste
281,Coffee
281,Cooking Oil
281,Detergent
281,Dish Soap
281,Rice
281,Spices
281,Sugar
282,Biscuits
282,Fruits
282,Rice
282,Shampoo
282,Snacks
282,Spices
282,Vegetables
283,Coffee
283,Snacks
283,Sugar
284,Biscuits
284,Bread
284,Cooking Oil
284,Eggs
284,Milk
284,Rice
284,Snacks
285,Bread
285,Cooking Oil
285,Floor Cleaner
285,Milk
285,Soap
285,Toilet Cleaner
286,Bread
286,Cooking Oil
286,Eggs
286,Milk
286,Rice
287,Biscuits
287,Coffee
287,Cooking Oil
287,Rice
287,Sugar
287,Tea
288,Bread
288,Cooking Oil
288,Milk
288,Rice
288,Tea
289,Bread
289,Coffee
289,Cooking Oil
289,Fruits
289,Milk
289,Rice
289,Sugar
290,Cooking Oil
290,Rice
290,Shampoo
290,Toothpaste
291,Cooking Oil
291,Eggs
291,Milk
291,Rice
291,Spices
291,Sugar
291,Tea
292,Floor Cleaner
292,Fruits
292,Toilet Cleaner
292,Vegetables
293,Biscuits
293,Detergent
293,Dish Soap
293,Fruits
293,Snacks
293,Vegetables
294,Biscuits
294,Detergent
294,Fruits
294,Rice
294,Sugar
294,Toothpaste
294,Vegetables
295,Bread
295,Cooking Oil
295,Detergent
295,Milk
295,Vegetables
296,Biscuits
296,Detergent
296,Fruits
296,Vegetables
297,Bread
297,Coffee
297,Milk
297,Sugar
297,Tea
298,Bread
298,Detergent
298,Dish Soap
298,Eggs
298,Fruits
298,Snacks
298,Vegetables
299,Biscuits
299,Bread
299,Cooking Oil
299,Milk
299,Rice
299,Snacks
300,Biscuits
300,Bread
300,Dish Soap
300,Milk
301,Bread
301,Cooking Oil
301,Detergent
301,Dish Soap
301,Eggs
301,Milk
301,Rice
302,Cooking Oil
302,Fruits
302,Sugar
302,Tea
303,Biscuits
303,Detergent
303,Dish Soap
303,Snacks
304,Coffee
304,Cooking Oil
304,Rice
304,Shampoo
304,Spices
304,Toothpaste
304,Vegetables
305,Bread
305,Coffee
305,Eggs
305,Milk
305,Sugar
306,Bread
306,Cooking Oil
306,Milk
306,Rice
306,Shampoo
306,Spices
306,Toothpaste
307,Cooking Oil
307,Rice
307,Shampoo
307,Sugar
307,Tea
307,Toothpaste
308,Bread
308,Milk
308,Shampoo
308,Toothpaste
309,Bread
309,Cooking Oil
309,Detergent
309,Dish Soap
309,Milk
309,Rice
309,Spices
310,Bread
310,Detergent
310,Dish Soap
310,Eggs
310,Milk
310,Sugar
310,Tea
311,Biscuits
311,Detergent
311,Dish Soap
311,Eggs
311,Snacks
311,Sugar
311,Tea
312,Bread
312,Cooking Oil
312,Milk
312,Rice
312,Sugar
312,Tea
312,Vegetables
313,Biscuits
313,Cooking Oil
313,Rice
313,Shampoo
313,Snacks
313,Toothpaste
314,Bread
314,Detergent
314,Dish Soap
314,Floor Cleaner
314,Milk
314,Toilet Cleaner
315,Cooking Oil
315,Dish Soap
315,Floor Cleaner
315,Rice
315,Sugar
315,Tea
315,Toilet Cleaner
316,Coffee
316,Floor Cleaner
316,Toilet Cleaner
316,Vegetables
317,Bread
317,Cooking Oil
317,Milk
317,Rice
318,Biscuits
318,Bread
318,Cooking Oil
318,Milk
318,Rice
318,Snacks
319,Bread
319,Eggs
319,Milk
319,Shampoo
319,Toothpaste
320,Cooking Oil
320,Rice
320,Shampoo
320,Spices
320,Toothpaste
321,Bread
321,Cooking Oil
321,Milk
321,Rice
321,Shampoo
321,Toilet Cleaner
321,Toothpaste
322,Cooking Oil
322,Rice
322,Shampoo
322,Soap
322,Toothpaste
323,Bread
323,Floor Cleaner
323,Milk
323,Salt
323,Snacks
324,Biscuits
324,Cooking Oil
324,Detergent
324,Dish Soap
324,Rice
324,Snacks
325,Cooking Oil
325,Detergent
325,Dish Soap
325,Fruits
325,Rice
325,Sugar
325,Vegetables
326,Cooking Oil
326,Sugar
326,Tea
326,Wheat
327,Bread
327,Cooking Oil
327,Eggs
327,Floor Cleaner
327,Rice
327,Spices
327,Toilet Cleaner
328,Biscuits
328,Bread
328,Cooking Oil
328,Milk
328,Rice
328,Snacks
328,Tea
329,Detergent
329,Dish Soap
329,Shampoo
329,Sugar
329,Tea
329,Toothpaste
330,Bread
330,Cooking Oil
330,Milk
330,Rice
331,Biscuits
331,Cooking Oil
331,Rice
331,Snacks
331,Spices
332,Coffee
332,Cooking Oil
332,Fruits
332,Rice
332,Shampoo
332,Sugar
332,Vegetables
333,Coffee
333,Eggs
333,Fruits
333,Milk
333,Snacks
333,Sugar
333,Tea
334,Cooking Oil
334,Dish Soap
334,Floor Cleaner
334,Milk
334,Rice
334,Spices
334,Toilet Cleaner
335,Bread
